Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm),Volume (gal),,,Weekday,Weekend,Holiday,All
4D7,FAUC,17.09,2.358,1.424,3.357792,,,,,,
4D7,FAUC,17.19,0.131,0.346,0.045326,,,,,,
4D7,FAUC,17.26,0.393,0.883,0.347019,,,,,,
4D7,FAUC,17.39,0.262,1.469,0.384878,,,,,,
4D7,FAUC,17.41,0.393,1.21,0.47553,,,,,,
4D7,FAUC,17.81,0.262,1.123,0.294226,,,,,,
4D7,FAUC,17.85,0.131,0.346,0.045326,,,,,,
4D7,FAUC,17.99,0.131,0.634,0.083054,,,,,,
4D7,FAUC,18,0.131,1.037,0.135847,,,,,,
4D7,FAUC,18.12,1.179,1.203,1.418337,,,,,,
4D7,FAUC,18.15,0.131,0.346,0.045326,,,,,,
4D7,FAUC,18.23,0.524,0.922,0.483128,,,,,,
4D7,FAUC,18.25,0.393,1.018,0.400074,,,,,,
4D7,FAUC,18.27,0.131,0.288,0.037728,,,,,,
4D7,FAUC,18.28,0.131,1.094,0.143314,,,,,,
4D7,FAUC,18.29,0.262,1.238,0.324356,,,,,,
4D7,FAUC,18.31,0.262,0.922,0.241564,,,,,,
4D7,FAUC,18.34,0.393,1.152,0.452736,,,,,,
4D7,FAUC,18.36,0.524,0.778,0.407672,,,,,,
4D7,FAUC,18.4,0.131,0.346,0.045326,,,,,,
4D7,FAUC,18.41,0.131,0.922,0.120782,,,,,,
4D7,FAUC,18.53,0.131,0.346,0.045326,,,,,,
4D7,FAUC,18.62,0.393,0.922,0.362346,,,,,,
4D7,FAUC,18.67,0.131,0.346,0.045326,,,,,,
4D7,FAUC,18.69,0.262,1.066,0.279292,,,,,,
4D7,FAUC,18.7,0.262,1.469,0.384878,,,,,,
4D7,FAUC,18.76,0.131,0.749,0.098119,,,,,,
4D7,FAUC,18.79,0.262,0.893,0.233966,,,,,,
4D7,FAUC,18.83,0.131,1.094,0.143314,,,,,,
4D7,FAUC,18.87,0.262,0.749,0.196238,,,,,,
4D7,FAUC,18.94,0.262,0.662,0.173444,,,,,,
4D7,FAUC,19.1,0.262,0.691,0.181042,,,,,,
4D7,FAUC,19.15,0.131,2.246,0.294226,,,,,,
4D7,FAUC,19.17,0.262,0.547,0.143314,,,,,,
4D7,FAUC,19.35,0.131,0.461,0.060391,,,,,,
4D7,FAUC,19.4,0.262,0.403,0.105586,,,,,,
4D7,FAUC,19.48,0.131,0.691,0.090521,,,,,,
4D7,FAUC,19.58,0.131,2.304,0.301824,,,,,,
4D7,FAUC,20.46,1.965,0.476,0.93534,,,,,,
4D7,FAUC,20.52,0.524,0.547,0.286628,,,,,,
4D7,FAUC,21.57,0.393,0.941,0.369813,,,,,,
4D7,FAUC,22.2,0.655,0.852,0.55806,,,,,,
4D7,FAUC,22.24,0.262,1.037,0.271694,,,,,,
4D7,FAUC,22.25,0.262,1.152,0.301824,,,,,,
4D7,FAUC,22.27,0.393,1.344,0.528192,,,,,,
4D7,FAUC,22.35,0.262,0.749,0.196238,,,,,,
4D7,FAUC,23.08,0.131,0.634,0.083054,,,,,,
4D7,FAUC,23.1,0.131,0.691,0.090521,,,,,,
4D7,SHWR,6.5,3.275,2,6.55,,,,,,
4D7,SHWR,20.63,7.336,1.632,11.972352,,,,,,
4D7,SHWR,20.63,7.205,1.81,13.04105,,,,,,
4D8,BATH,21.92,2.62,3.903,10.22586,,,,,,
4D8,DWSH,20.59,1.667,0.657,1.095219,,,,,,
4D8,DWSH,21.51,1,0.657,0.657,,,,,,
4D8,DWSH,21.55,1.667,0.664,1.106888,,,,,,
4D8,DWSH,22.42,1.667,0.65,1.08355,,,,,,
4D8,DWSH,22.57,1.667,0.635,1.058545,,,,,,
4D8,FAUC,1.67,0.262,0.346,0.090652,,,,,,
4D8,FAUC,3.1,0.131,0.346,0.045326,,,,,,
4D8,FAUC,3.7,0.131,0.403,0.052793,,,,,,
4D8,FAUC,4.05,0.131,0.979,0.128249,,,,,,
4D8,FAUC,4.1,0.131,0.634,0.083054,,,,,,
4D8,FAUC,4.15,0.131,0.288,0.037728,,,,,,
4D8,FAUC,4.37,0.131,0.346,0.045326,,,,,,
4D8,FAUC,4.45,0.131,0.979,0.128249,,,,,,
4D8,FAUC,4.65,0.131,0.518,0.067858,,,,,,
4D8,FAUC,4.66,0.262,0.317,0.083054,,,,,,
4D8,FAUC,4.72,0.131,0.403,0.052793,,,,,,
4D8,FAUC,4.74,0.131,0.634,0.083054,,,,,,
4D8,FAUC,4.81,0.131,0.461,0.060391,,,,,,
4D8,FAUC,4.86,0.131,0.346,0.045326,,,,,,
4D8,FAUC,4.95,0.131,0.691,0.090521,,,,,,
4D8,FAUC,5.02,0.131,0.634,0.083054,,,,,,
4D8,FAUC,5.05,0.131,0.288,0.037728,,,,,,
4D8,FAUC,5.11,0.131,0.403,0.052793,,,,,,
4D8,FAUC,5.21,0.131,0.806,0.105586,,,,,,
4D8,FAUC,5.22,0.262,0.317,0.083054,,,,,,
4D8,FAUC,5.27,0.131,0.518,0.067858,,,,,,
4D8,FAUC,5.28,0.262,0.317,0.083054,,,,,,
4D8,FAUC,5.32,0.131,0.346,0.045326,,,,,,
4D8,FAUC,5.34,0.131,0.691,0.090521,,,,,,
4D8,FAUC,5.39,0.524,0.979,0.512996,,,,,,
4D8,FAUC,6.66,0.131,0.346,0.045326,,,,,,
4D8,FAUC,6.72,0.131,0.461,0.060391,,,,,,
4D8,FAUC,6.76,0.131,0.691,0.090521,,,,,,
4D8,FAUC,6.82,0.262,0.173,0.045326,,,,,,
4D8,FAUC,6.95,0.262,0.173,0.045326,,,,,,
4D8,FAUC,7.02,0.131,0.346,0.045326,,,,,,
4D8,FAUC,7.02,0.131,0.576,0.075456,,,,,,
4D8,FAUC,7.1,0.131,0.288,0.037728,,,,,,
4D8,FAUC,7.11,0.131,0.461,0.060391,,,,,,
4D8,FAUC,7.18,0.131,0.288,0.037728,,,,,,
4D8,FAUC,7.25,0.131,0.691,0.090521,,,,,,
4D8,FAUC,7.27,0.131,0.346,0.045326,,,,,,
4D8,FAUC,7.3,0.131,0.288,0.037728,,,,,,
4D8,FAUC,7.31,0.131,0.288,0.037728,,,,,,
4D8,FAUC,7.33,0.131,0.461,0.060391,,,,,,
4D8,FAUC,7.34,0.131,0.806,0.105586,,,,,,
4D8,FAUC,7.4,0.262,0.403,0.105586,,,,,,
4D8,FAUC,7.42,0.131,0.634,0.083054,,,,,,
4D8,FAUC,7.46,0.262,0.173,0.045326,,,,,,
4D8,FAUC,7.5,0.131,0.461,0.060391,,,,,,
4D8,FAUC,7.52,0.131,0.461,0.060391,,,,,,
4D8,FAUC,7.54,0.262,0.173,0.045326,,,,,,
4D8,FAUC,7.58,0.131,0.806,0.105586,,,,,,
4D8,FAUC,7.59,0.131,0.576,0.075456,,,,,,
4D8,FAUC,7.61,0.131,0.288,0.037728,,,,,,
4D8,FAUC,7.65,0.131,0.403,0.052793,,,,,,
4D8,FAUC,7.68,0.131,0.288,0.037728,,,,,,
4D8,FAUC,7.89,0.131,0.288,0.037728,,,,,,
4D8,FAUC,8.02,0.131,0.288,0.037728,,,,,,
4D8,FAUC,8.86,0.131,0.346,0.045326,,,,,,
4D8,FAUC,8.93,0.131,0.576,0.075456,,,,,,
4D8,FAUC,9.24,0.262,0.576,0.150912,,,,,,
4D8,FAUC,9.27,0.131,0.346,0.045326,,,,,,
4D8,FAUC,9.28,0.131,0.346,0.045326,,,,,,
4D8,FAUC,9.28,0.393,0.691,0.271563,,,,,,
4D8,FAUC,9.33,0.131,0.288,0.037728,,,,,,
4D8,FAUC,9.34,0.131,0.403,0.052793,,,,,,
4D8,FAUC,9.37,0.262,0.346,0.090652,,,,,,
4D8,FAUC,9.77,0.131,0.403,0.052793,,,,,,
4D8,FAUC,10.16,0.131,0.288,0.037728,,,,,,
4D8,FAUC,10.38,0.131,0.288,0.037728,,,,,,
4D8,FAUC,10.42,0.131,0.288,0.037728,,,,,,
4D8,FAUC,10.98,0.131,0.403,0.052793,,,,,,
4D8,FAUC,11.14,0.131,0.691,0.090521,,,,,,
4D8,FAUC,11.32,0.131,0.461,0.060391,,,,,,
4D8,FAUC,11.41,0.131,0.576,0.075456,,,,,,
4D8,FAUC,11.42,0.262,0.662,0.173444,,,,,,
4D8,FAUC,11.78,0.131,0.288,0.037728,,,,,,
4D8,FAUC,12.01,0.131,0.346,0.045326,,,,,,
4D8,FAUC,12.33,0.131,0.518,0.067858,,,,,,
4D8,FAUC,12.43,0.131,0.346,0.045326,,,,,,
4D8,FAUC,14.02,0.262,0.461,0.120782,,,,,,
4D8,FAUC,14.27,0.131,0.288,0.037728,,,,,,
4D8,FAUC,15,0.393,0.691,0.271563,,,,,,
4D8,FAUC,15.08,0.131,0.346,0.045326,,,,,,
4D8,FAUC,15.16,0.131,0.403,0.052793,,,,,,
4D8,FAUC,15.19,0.131,0.806,0.105586,,,,,,
4D8,FAUC,15.21,0.131,0.691,0.090521,,,,,,
4D8,FAUC,15.34,0.131,0.403,0.052793,,,,,,
4D8,FAUC,15.44,0.131,0.288,0.037728,,,,,,
4D8,FAUC,15.79,0.655,1.221,0.799755,,,,,,
4D8,FAUC,15.81,0.262,0.547,0.143314,,,,,,
4D8,FAUC,15.82,0.655,1.014,0.66417,,,,,,
4D8,FAUC,15.88,2.358,1.28,3.01824,,,,,,
4D8,FAUC,15.95,0.393,0.73,0.28689,,,,,,
4D8,FAUC,15.99,0.131,0.461,0.060391,,,,,,
4D8,FAUC,16.01,0.131,0.288,0.037728,,,,,,
4D8,FAUC,17.44,0.262,0.259,0.067858,,,,,,
4D8,FAUC,17.8,0.131,0.461,0.060391,,,,,,
4D8,FAUC,17.88,0.262,1.094,0.286628,,,,,,
4D8,FAUC,17.91,0.131,0.518,0.067858,,,,,,
4D8,FAUC,18.11,0.393,1.344,0.528192,,,,,,
4D8,FAUC,18.12,0.131,0.634,0.083054,,,,,,
4D8,FAUC,18.19,0.524,0.979,0.512996,,,,,,
4D8,FAUC,18.23,0.131,0.461,0.060391,,,,,,
4D8,FAUC,18.6,0.131,0.461,0.060391,,,,,,
4D8,FAUC,19.12,0.131,0.518,0.067858,,,,,,
4D8,FAUC,19.25,0.131,0.461,0.060391,,,,,,
4D8,FAUC,19.51,0.131,0.288,0.037728,,,,,,
4D8,FAUC,19.52,0.131,0.346,0.045326,,,,,,
4D8,FAUC,19.73,0.262,0.576,0.150912,,,,,,
4D8,FAUC,19.85,0.131,1.21,0.15851,,,,,,
4D8,FAUC,20.14,0.131,0.518,0.067858,,,,,,
4D8,FAUC,20.47,0.131,0.461,0.060391,,,,,,
4D8,FAUC,20.66,0.524,0.878,0.460072,,,,,,
4D8,FAUC,20.7,0.524,1.339,0.701636,,,,,,
4D8,FAUC,21.07,0.131,0.346,0.045326,,,,,,
4D8,FAUC,21.69,0.131,0.346,0.045326,,,,,,
4D8,FAUC,22.03,0.131,0.288,0.037728,,,,,,
4D8,FAUC,22.18,0.131,0.864,0.113184,,,,,,
4D8,FAUC,22.19,0.393,0.71,0.27903,,,,,,
4D8,FAUC,22.2,0.393,0.883,0.347019,,,,,,
4D8,FAUC,22.3,0.131,0.346,0.045326,,,,,,
4D8,SHWR,8.25,12.053,1.585,19.104005,,,,,,
4D8,SHWR,20.8,11.005,1.614,17.76207,,,,,,
4D8,SHWR,21.73,8.516,1.575,13.4127,,,,,,
4D9,CWSH,10.41,9.167,0.695,6.371065,,,,,,
4D9,CWSH,10.75,0.333,0.426,0.141858,,,,,,
4D9,CWSH,10.76,10.167,0.575,5.846025,,,,,,
4D9,CWSH,11.03,0.333,0.409,0.136197,,,,,,
4D9,CWSH,11.03,0.5,0.306,0.153,,,,,,
4D9,DWSH,8.6,1.833,0.661,1.211613,,,,,,
4D9,DWSH,8.97,2,0.854,1.708,,,,,,
4D9,DWSH,9.24,0.5,0.745,0.3725,,,,,,
4D9,DWSH,9.27,2,0.854,1.708,,,,,,
4D9,FAUC,8.57,0.262,1.181,0.309422,,,,,,
4D9,FAUC,9.83,1.441,1.299,1.871859,,,,,,
4D9,FAUC,10.39,0.524,1.944,1.018656,,,,,,
4D9,FAUC,10.45,1.834,0.621,1.138914,,,,,,
4D9,FAUC,10.61,0.393,1.248,0.490464,,,,,,
4D9,FAUC,11.98,0.655,0.991,0.649105,,,,,,
4D9,FAUC,11.99,0.131,1.094,0.143314,,,,,,
4D9,FAUC,12.41,0.131,0.691,0.090521,,,,,,
4D9,FAUC,12.5,0.131,0.806,0.105586,,,,,,
4D9,FAUC,16.66,0.262,0.49,0.12838,,,,,,
4D9,FAUC,16.68,0.524,1.152,0.603648,,,,,,
4D9,FAUC,16.76,1.048,1.548,1.622304,,,,,,
4D9,FAUC,16.81,0.655,0.933,0.611115,,,,,,
4D9,FAUC,16.91,0.262,0.605,0.15851,,,,,,
4D9,FAUC,17,0.262,0.461,0.120782,,,,,,
4D9,FAUC,17.12,1.572,1.296,2.037312,,,,,,
4D9,FAUC,17.16,0.131,0.518,0.067858,,,,,,
4D9,FAUC,17.18,1.834,1.646,3.018764,,,,,,
4D9,FAUC,17.47,0.262,0.893,0.233966,,,,,,
4D9,FAUC,18.66,1.179,0.051,0.060129,,,,,,
4D9,FAUC,18.69,0.917,1.251,1.147167,,,,,,
4D9,FAUC,18.71,0.917,1.152,1.056384,,,,,,
4D9,FAUC,18.89,0.917,0.23,0.21091,,,,,,
4D9,FAUC,19.42,1.572,0.418,0.657096,,,,,,
4D9,FAUC,20.22,0.262,0.749,0.196238,,,,,,
4D9,FAUC,20.5,0.262,0.403,0.105586,,,,,,
4D9,FAUC,20.61,1.048,0.641,0.671768,,,,,,
4D9,FAUC,21.01,0.131,0.518,0.067858,,,,,,
4D9,FAUC,21.12,2.096,1.562,3.273952,,,,,,
4D9,FAUC,21.24,1.703,1.413,2.406339,,,,,,
4D9,FAUC,21.27,0.393,1.152,0.452736,,,,,,
4D9,FAUC,22.07,1.441,2.246,3.236486,,,,,,
4D9,FAUC,22.9,0.131,0.634,0.083054,,,,,,
4D9,SHWR,9.86,11.005,1.464,16.11132,,,,,,
4D9,SHWR,18.84,13.101,2,26.202,,,,,,
4D9,SHWR,19.41,4.847,2,9.694,,,,,,
4D9,SHWR,20.6,3.668,2,7.336,,,,,,
4D9,SHWR,20.79,2.62,2,5.24,,,,,,
4.00E+00,FAUC,5.78,0.155,0.518,0.08029,,,,,,
4.00E+00,FAUC,5.94,0.155,0.518,0.08029,,,,,,
4.00E+00,FAUC,8.78,0.929,0.826,0.767354,,,,,,
4.00E+00,FAUC,10.27,0.155,0.979,0.151745,,,,,,
4.00E+00,FAUC,10.57,0.62,1.339,0.83018,,,,,,
4.00E+00,FAUC,10.62,0.155,1.094,0.16957,,,,,,
4.00E+00,FAUC,10.82,0.155,0.576,0.08928,,,,,,
4.00E+00,FAUC,11.16,0.774,1.244,0.962856,,,,,,
4.00E+00,FAUC,11.18,4.027,1.207,4.860589,,,,,,
4.00E+00,FAUC,11.28,0.31,1.325,0.41075,,,,,,
4.00E+00,FAUC,11.29,0.155,0.518,0.08029,,,,,,
4.00E+00,FAUC,11.36,1.549,1.169,1.810781,,,,,,
4.00E+00,FAUC,11.39,0.155,0.346,0.05363,,,,,,
4.00E+00,FAUC,11.43,0.155,0.461,0.071455,,,,,,
4.00E+00,FAUC,11.45,0.155,0.346,0.05363,,,,,,
4.00E+00,FAUC,11.51,0.155,0.346,0.05363,,,,,,
4.00E+00,FAUC,11.53,0.155,0.461,0.071455,,,,,,
4.00E+00,FAUC,11.63,0.465,1.037,0.482205,,,,,,
4.00E+00,FAUC,12.07,0.155,0.518,0.08029,,,,,,
4.00E+00,FAUC,12.08,0.774,1.175,0.90945,,,,,,
4.00E+00,FAUC,12.41,0.62,1.296,0.80352,,,,,,
4.00E+00,FAUC,13.4,0.155,0.346,0.05363,,,,,,
4.00E+00,FAUC,21.23,0.155,0.576,0.08928,,,,,,
4.00E+00,FAUC,21.25,0.465,0.518,0.24087,,,,,,
4.00E+00,FAUC,22.95,0.155,0.461,0.071455,,,,,,
4.00E+00,SHWR,11.8,6.66,1.522,10.13652,,,,,,
4.00E+01,BATH,19.54,5.421,4.512,24.459552,,,,,,
4.00E+01,CWSH,22.35,6.167,1.037,6.395179,,,,,,
4.00E+01,CWSH,22.68,5.333,1.075,5.732975,,,,,,
4.00E+01,CWSH,22.86,0.333,0.796,0.265068,,,,,,
4.00E+01,CWSH,22.88,0.333,0.771,0.256743,,,,,,
4.00E+01,DWSH,7.41,1,0.603,0.603,,,,,,
4.00E+01,DWSH,7.43,0.667,0.745,0.496915,,,,,,
4.00E+01,DWSH,7.58,1.667,0.745,1.241915,,,,,,
4.00E+01,DWSH,8.2,0.333,0.766,0.255078,,,,,,
4.00E+01,DWSH,8.58,1.5,0.775,1.1625,,,,,,
4.00E+01,DWSH,8.74,1.667,0.745,1.241915,,,,,,
4.00E+01,FAUC,6.12,1.084,0.864,0.936576,,,,,,
4.00E+01,FAUC,6.14,1.704,1.121,1.910184,,,,,,
4.00E+01,FAUC,6.18,0.774,0.795,0.61533,,,,,,
4.00E+01,FAUC,6.21,2.169,2.662,5.773878,,,,,,
4.00E+01,FAUC,6.6,0.155,0.403,0.062465,,,,,,
4.00E+01,FAUC,6.7,0.31,1.008,0.31248,,,,,,
4.00E+01,FAUC,6.76,0.155,0.634,0.09827,,,,,,
4.00E+01,FAUC,6.8,0.155,0.749,0.116095,,,,,,
4.00E+01,FAUC,6.86,0.62,1.238,0.76756,,,,,,
4.00E+01,FAUC,6.87,0.465,1.171,0.544515,,,,,,
4.00E+01,FAUC,7.1,0.465,1.382,0.64263,,,,,,
4.00E+01,FAUC,7.11,0.155,0.634,0.09827,,,,,,
4.00E+01,FAUC,7.29,0.31,0.518,0.16058,,,,,,
4.00E+01,FAUC,7.32,0.155,0.403,0.062465,,,,,,
4.00E+01,FAUC,7.32,0.31,0.864,0.26784,,,,,,
4.00E+01,FAUC,7.4,0.155,1.267,0.196385,,,,,,
4.00E+01,FAUC,7.4,1.549,1.348,2.088052,,,,,,
4.00E+01,FAUC,9.66,0.155,0.979,0.151745,,,,,,
4.00E+01,FAUC,9.78,0.155,0.922,0.14291,,,,,,
4.00E+01,FAUC,11.26,0.62,0.763,0.47306,,,,,,
4.00E+01,FAUC,13.31,0.31,1.21,0.3751,,,,,,
4.00E+01,FAUC,13.54,0.465,1.056,0.49104,,,,,,
4.00E+01,FAUC,13.69,0.155,0.864,0.13392,,,,,,
4.00E+01,FAUC,14.53,0.465,1.306,0.60729,,,,,,
4.00E+01,FAUC,15.36,0.31,1.123,0.34813,,,,,,
4.00E+01,FAUC,17.12,0.62,0.922,0.57164,,,,,,
4.00E+01,FAUC,17.2,0.155,0.634,0.09827,,,,,,
4.00E+01,FAUC,17.31,0.465,1.094,0.50871,,,,,,
4.00E+01,FAUC,17.48,0.465,0.845,0.392925,,,,,,
4.00E+01,FAUC,17.54,0.31,0.662,0.20522,,,,,,
4.00E+01,FAUC,17.57,0.774,1.106,0.856044,,,,,,
4.00E+01,FAUC,17.75,0.31,0.749,0.23219,,,,,,
4.00E+01,FAUC,17.77,1.704,1.079,1.838616,,,,,,
4.00E+01,FAUC,18.37,0.31,1.037,0.32147,,,,,,
4.00E+01,FAUC,18.65,0.774,1.371,1.061154,,,,,,
4.00E+01,FAUC,18.81,0.774,1.371,1.061154,,,,,,
4.00E+01,FAUC,19.73,0.31,2.275,0.70525,,,,,,
4.00E+01,FAUC,19.75,0.62,2.851,1.76762,,,,,,
4.00E+01,FAUC,21.33,1.239,2.614,3.238746,,,,,,
4.00E+01,FAUC,21.49,0.62,0.893,0.55366,,,,,,
4.00E+01,FAUC,21.86,0.62,0.994,0.61628,,,,,,
4.00E+01,FAUC,21.88,0.31,1.382,0.42842,,,,,,
4.00E+01,FAUC,21.89,0.155,0.403,0.062465,,,,,,
4.00E+01,FAUC,21.9,0.465,0.518,0.24087,,,,,,
4.00E+01,FAUC,22.03,0.62,1.368,0.84816,,,,,,
4.00E+01,FAUC,22.39,2.943,2.525,7.431075,,,,,,
4.00E+01,FAUC,22.46,0.31,0.72,0.2232,,,,,,
4.00E+01,FAUC,22.48,0.155,0.634,0.09827,,,,,,
4.00E+01,FAUC,22.52,0.465,0.883,0.410595,,,,,,
4.00E+01,FAUC,23.44,0.155,0.518,0.08029,,,,,,
4.00E+01,FAUC,23.45,0.155,0.461,0.071455,,,,,,
4.00E+01,SHWR,6.14,6.66,2,13.32,,,,,,
4.00E+01,SHWR,6.26,3.872,2,7.744,,,,,,
4.00E+01,SHWR,6.96,7.745,2,15.49,,,,,,
4.00E+01,SHWR,21.25,2.788,2,5.576,,,,,,
4.00E+01,SHWR,21.38,3.872,2,7.744,,,,,,
4.00E+01,SHWR,22.21,6.041,2,12.082,,,,,,
4.00E+02,CWSH,10.93,7.167,0.858,6.149286,,,,,,
4.00E+02,CWSH,11.43,8.167,0.737,6.019079,,,,,,
4.00E+02,CWSH,11.66,0.5,0.491,0.2455,,,,,,
4.00E+02,CWSH,11.67,0.333,0.728,0.242424,,,,,,
4.00E+02,CWSH,11.83,6.833,0.91,6.21803,,,,,,
4.00E+02,CWSH,12.24,6.667,0.893,5.953631,,,,,,
4.00E+02,CWSH,12.44,1.333,0.36,0.47988,,,,,,
4.00E+02,CWSH,13.08,6.667,0.923,6.153641,,,,,,
4.00E+02,CWSH,13.54,6.333,0.92,5.82636,,,,,,
4.00E+02,CWSH,13.74,0.5,0.506,0.253,,,,,,
4.00E+02,CWSH,13.75,0.5,0.833,0.4165,,,,,,
4.00E+02,CWSH,15.26,6.833,0.908,6.204364,,,,,,
4.00E+02,CWSH,15.72,6.5,0.908,5.902,,,,,,
4.00E+02,CWSH,15.93,0.5,0.543,0.2715,,,,,,
4.00E+02,CWSH,15.94,0.333,0.814,0.271062,,,,,,
4.00E+02,FAUC,0.44,0.131,0.346,0.045326,,,,,,
4.00E+02,FAUC,0.45,0.131,1.094,0.143314,,,,,,
4.00E+02,FAUC,0.46,0.262,0.547,0.143314,,,,,,
4.00E+02,FAUC,0.47,0.393,0.749,0.294357,,,,,,
4.00E+02,FAUC,7.73,0.131,0.864,0.113184,,,,,,
4.00E+02,FAUC,7.73,1.179,1.274,1.502046,,,,,,
4.00E+02,FAUC,9.43,0.524,0.85,0.4454,,,,,,
4.00E+02,FAUC,9.67,0.262,0.547,0.143314,,,,,,
4.00E+02,FAUC,9.83,0.262,0.374,0.097988,,,,,,
4.00E+02,FAUC,10.74,0.262,1.123,0.294226,,,,,,
4.00E+02,FAUC,10.75,0.393,1.133,0.445269,,,,,,
4.00E+02,FAUC,10.78,0.524,1.382,0.724168,,,,,,
4.00E+02,FAUC,11.26,1.048,0.727,0.761896,,,,,,
4.00E+02,FAUC,11.41,0.262,1.382,0.362084,,,,,,
4.00E+02,FAUC,11.42,0.393,0.442,0.173706,,,,,,
4.00E+02,FAUC,11.58,0.393,0.326,0.128118,,,,,,
4.00E+02,FAUC,11.73,0.393,0.326,0.128118,,,,,,
4.00E+02,FAUC,11.98,1.572,0.797,1.252884,,,,,,
4.00E+02,FAUC,12.12,0.655,0.38,0.2489,,,,,,
4.00E+02,FAUC,12.13,0.262,0.461,0.120782,,,,,,
4.00E+02,FAUC,12.14,0.262,0.461,0.120782,,,,,,
4.00E+02,FAUC,12.89,0.262,0.461,0.120782,,,,,,
4.00E+02,FAUC,12.9,0.131,0.806,0.105586,,,,,,
4.00E+02,FAUC,12.91,0.262,0.259,0.067858,,,,,,
4.00E+02,FAUC,12.93,0.131,0.461,0.060391,,,,,,
4.00E+02,FAUC,13.03,0.262,0.547,0.143314,,,,,,
4.00E+02,FAUC,13.04,0.131,0.749,0.098119,,,,,,
4.00E+02,FAUC,14.53,0.524,0.562,0.294488,,,,,,
4.00E+02,FAUC,14.55,0.262,0.749,0.196238,,,,,,
4.00E+02,FAUC,14.56,0.131,0.749,0.098119,,,,,,
4.00E+02,FAUC,14.86,0.131,0.403,0.052793,,,,,,
4.00E+02,FAUC,15.63,0.262,0.374,0.097988,,,,,,
4.00E+02,FAUC,15.73,0.131,1.094,0.143314,,,,,,
4.00E+02,FAUC,15.85,0.655,0.611,0.400205,,,,,,
4.00E+02,FAUC,15.86,0.131,0.288,0.037728,,,,,,
4.00E+02,FAUC,15.91,0.393,0.749,0.294357,,,,,,
4.00E+02,FAUC,16.08,0.524,1.31,0.68644,,,,,,
4.00E+02,FAUC,16.09,0.262,0.374,0.097988,,,,,,
4.00E+02,FAUC,16.12,0.655,0.749,0.490595,,,,,,
4.00E+02,FAUC,16.14,0.131,0.749,0.098119,,,,,,
4.00E+02,FAUC,16.53,0.262,0.749,0.196238,,,,,,
4.00E+02,FAUC,16.68,0.393,0.499,0.196107,,,,,,
4.00E+02,FAUC,17.73,0.262,0.374,0.097988,,,,,,
4.00E+02,FAUC,18.32,0.262,0.374,0.097988,,,,,,
4.00E+02,FAUC,18.37,0.786,0.624,0.490464,,,,,,
4.00E+02,FAUC,18.47,0.262,0.374,0.097988,,,,,,
4.00E+02,FAUC,18.49,0.262,0.605,0.15851,,,,,,
4.00E+02,FAUC,20.36,0.786,0.816,0.641376,,,,,,
4.00E+02,FAUC,23.34,0.131,1.843,0.241433,,,,,,
4.00E+02,FAUC,23.35,0.131,1.094,0.143314,,,,,,
4.00E+02,FAUC,23.36,0.131,0.749,0.098119,,,,,,
4.00E+02,FAUC,23.78,0.393,1.114,0.437802,,,,,,
4.00E+03,CWSH,9.72,2.333,1.099,2.563967,,,,,,
4.00E+03,CWSH,9.76,0.167,1.401,0.233967,,,,,,
4.00E+03,CWSH,9.78,0.333,0.335,0.111555,,,,,,
4.00E+03,CWSH,9.79,0.167,0.365,0.060955,,,,,,
4.00E+03,CWSH,10.05,0.167,0.761,0.127087,,,,,,
4.00E+03,CWSH,10.06,3.167,1.114,3.528038,,,,,,
4.00E+03,CWSH,10.17,0.167,1.432,0.239144,,,,,,
4.00E+03,CWSH,10.18,2.333,1.101,2.568633,,,,,,
4.00E+03,CWSH,10.3,0.167,0.761,0.127087,,,,,,
4.00E+03,CWSH,10.31,2.5,1.237,3.0925,,,,,,
4.00E+03,FAUC,0.51,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,1.29,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,1.86,0.131,0.691,0.090521,,,,,,
4.00E+03,FAUC,2.98,0.131,0.403,0.052793,,,,,,
4.00E+03,FAUC,3.07,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,3.24,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,3.65,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,3.73,0.131,0.461,0.060391,,,,,,
4.00E+03,FAUC,3.98,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,4.65,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,4.68,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,5.32,0.131,0.403,0.052793,,,,,,
4.00E+03,FAUC,5.58,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,5.72,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,5.99,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,6.99,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,7.23,0.262,0.374,0.097988,,,,,,
4.00E+03,FAUC,8.25,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,8.67,0.131,0.518,0.067858,,,,,,
4.00E+03,FAUC,9.18,0.131,0.346,0.045326,,,,,,
4.00E+03,FAUC,9.35,0.524,1.195,0.62618,,,,,,
4.00E+03,FAUC,9.57,0.786,0.384,0.301824,,,,,,
4.00E+03,FAUC,9.64,0.917,0.428,0.392476,,,,,,
